id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,link,description,product_image
1533,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men Cat Red T-shirt,https://assets.myntassets.com/v1/images/style/properties/ce424f00da35e5aaf200393b1bf7d9dd_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1533.jpg
1534,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Puma Men Black Leaping Cat T-shirt,https://assets.myntassets.com/v1/images/style/properties/c1fb30361762f0d1e5d553422eb718e8_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1534.jpg
1535,Unisex,Accessories,Headwear,Caps,Black,Fall,2010,Sports,Puma Unisex Logo Cap,https://assets.myntassets.com/v1/images/style/properties/bfa6bc3cf0134934aefc6abfa07486dc_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1535.jpg
1536,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men Black Net Jersey,https://assets.myntassets.com/v1/images/style/properties/1338763a483e61bccc60b62c7a9026c6_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1536.jpg
1537,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Sports,Puma Men Red Net Jersey,https://assets.myntassets.com/v1/images/style/properties/20a4bd409d2f3d7d03f73d271870ec43_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1537.jpg
1538,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,Puma Men Ferrari Track Black T-shirt,https://assets.myntassets.com/v1/images/style/properties/2c88e0246d886c8e25ee48051415d29a_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1538.jpg
1539,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010,Casual,Puma Men Ferrari Grey T-shirt,https://assets.myntassets.com/v1/images/style/properties/1f978791c85838728fdd3140592da89a_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1539.jpg
1540,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,Puma Men Ferrari Vintage Black Polo T-shirt,https://assets.myntassets.com/v1/images/style/properties/de56aa695dee85e52940259ae95026cc_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1540.jpg
1541,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Puma Men's Ballistic Spike White Green Shoe,https://assets.myntassets.com/v1/images/style/properties/f64b458800bc9aff9805bb53ea1d01e3_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1541.jpg
1542,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Puma Men's Ballistic Rubber Shoe,https://assets.myntassets.com/v1/images/style/properties/9fde418adaf266ebb1b66bfe9640bd61_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1542.jpg
1543,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Puma Men Basket-Biz Sneaker,https://assets.myntassets.com/v1/images/style/properties/09a1078b51c583bdb9bd4f54c6a10e75_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1543.jpg
1544,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Puma Men's Basket Bump Sneaker,https://assets.myntassets.com/v1/images/style/properties/e5bbf781372cc7f852f7346c89eb2924_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1544.jpg
1545,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Puma Men's Speed Cat Shoe,https://assets.myntassets.com/v1/images/style/properties/e4aec9cca8e2b2f1f4e1957c22d28f1e_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1545.jpg
1546,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Puma Men's Furore White Shoe,https://assets.myntassets.com/v1/images/style/properties/7074921ba9618620e718fe7a7fd1e24c_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1546.jpg
1547,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Puma Men's Ducati Sneaker,https://assets.myntassets.com/v1/images/style/properties/51ab8d8d88276ff2d28ec56d35924083_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1547.jpg
1548,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Puma Men's Cell Exsis Sneaker,https://assets.myntassets.com/v1/images/style/properties/4ed9caa5bcfa7c21903551be139494c8_images.jpg,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Esse sit recusandae, veniam ipsa repellendus qui. Deserunt quisquam nobis beatae dignissimos ipsam aliquam ad facilis possimus similique accusantium vel adipisci eveniet maiores temporibus laboriosam, sunt numquam asperiores molestias nihil sequi aut commodi, eligendi officiis? Saepe illo, amet perspiciatis, officiis ut quo laborum eveniet aliquid minus, modi ipsum quia id incidunt magni vel. Possimus quia praesentium harum. At pariatur exercitationem, sint molestias soluta nostrum praesentium sapiente perferendis nihil optio, repellat vero dolore ratione facere tempore voluptate assumenda illum officiis fugiat labore corporis ullam! In ad error tempore, facere adipisci autem repellendus aliquid enim quaerat tempora? Quae sequi accusamus nemo totam quidem iure eveniet neque odit pariatur dolorem minima, suscipit consequatur, nostrum optio reprehenderit repellendus ea!",productimg/1548.jpg
